# #nrj, cp, cm, Iz0, Iz1
7.674000244100000145e+02 -8.163378312888602828e-03 -8.106588662849521440e-03 -2.440495046360718900e-02 5.678965003908138798e-05
7.675000000000000000e+02 -1.103952590890635091e-03 -3.373504117738675406e-03 -6.716185062943966395e-03 -2.269551526848040315e-03
7.675999755899999855e+02 -6.453344286453949717e-03 -5.740227362954623477e-03 -1.829035747411286023e-02 7.131169234993262399e-04
7.677000122099999544e+02 -6.897960206013571509e-03 -4.907347445445335403e-03 -1.770796147718835950e-02 1.990612760568236106e-03
7.677999877900000456e+02 -2.295236821388650216e-03 -2.347112274466676973e-03 -6.963523643782991435e-03 -5.187545307802675712e-05
7.679000244100000145e+02 -4.336329839312043355e-03 -4.457926967212255676e-03 -1.319138520978644855e-02 -1.215971279002123207e-04
7.680000000000000000e+02 -1.215887946301914347e-03 -2.115954574926329820e-03 -4.997763781842366575e-03 -9.000666286244154730e-04
7.680999755899999855e+02 -4.743446713026735866e-03 -5.804523594854736450e-03 -1.582195546182220761e-02 -1.061076881828000584e-03
7.682000122099999544e+02 -7.020518848633045678e-04 1.201611417222035294e-04 -8.728361147116515169e-04 8.222130265855081242e-04
7.682999877900000456e+02 1.378887864064785081e-03 -4.193595084840824952e-03 -4.222060831164060023e-03 -5.572482948905610467e-03
7.684000244100000145e+02 -3.616242954671060827e-04 -2.538609117957508175e-03 -4.350350120136921468e-03 -2.176984822490402038e-03
7.685000000000000000e+02 2.538311611552840612e-03 2.977476994701961591e-03 8.273682909382202438e-03 4.391653831491209789e-04
7.685999755899999855e+02 1.313489987359334633e-03 -1.526592142249030056e-03 -3.196532323345431352e-04 -2.840082129608364689e-03
7.687000122099999544e+02 2.629792175387006287e-03 5.559213021016970848e-04 4.778570216233055112e-03 -2.073870873285309311e-03
7.687999877900000456e+02 1.857434092370798331e-03 3.415866412429405773e-03 7.909950757200306590e-03 1.558432320058607441e-03
7.689000244100000145e+02 -5.658021256822684270e-04 1.129554099534745525e-03 8.456279607787156464e-04 1.695356225217013952e-03
7.690000000000000000e+02 4.972912237457914782e-03 3.909916821696952927e-03 1.332424358873230026e-02 -1.062995415760961855e-03
7.690999755899999855e+02 5.286186651576891410e-03 -6.350940144884134001e-04 6.976638955632717340e-03 -5.921280666065304593e-03
7.692000122099999544e+02 6.560871801740299387e-03 9.256310348948743397e-03 2.372577322603356548e-02 2.695438547208444009e-03
7.692999877900000456e+02 6.468232930578189134e-03 1.187915886175135117e-03 1.148422322512998583e-02 -5.280317044403053800e-03
7.694000244100000145e+02 5.990084896554045968e-03 9.583723928940706197e-03 2.336071323824212911e-02 3.593639032386660229e-03
7.695000000000000000e+02 8.662089518059853249e-03 6.211874453163309003e-03 2.231094595683474208e-02 -2.450215064896544247e-03
7.695999755899999855e+02 8.711214940832252493e-03 6.401350465078376947e-03 2.266884810886594243e-02 -2.309864475753875546e-03
7.697000122099999544e+02 1.077319021562645959e-02 9.484388448009426278e-03 3.038636799545383141e-02 -1.288801767617033314e-03
7.697999877900000456e+02 1.037803611316471565e-02 7.981844081696018098e-03 2.753982029229110062e-02 -2.396192031468697553e-03
7.699000244100000145e+02 1.217102661282223018e-02 1.086210442451589382e-02 3.454969655600718947e-02 -1.308922188306336359e-03
7.700000000000000000e+02 1.365608799450989015e-02 8.730109946383565050e-03 3.357929691134018541e-02 -4.925978048126325101e-03
7.700999755899999855e+02 1.112559550237123170e-02 1.614893278806336235e-02 4.091179243565189194e-02 5.023337285692130658e-03
7.702000122099999544e+02 1.500419463442830004e-02 1.412269302936469163e-02 4.369033149568948837e-02 -8.815016050636084038e-04
7.702999877900000456e+02 1.598420144302872478e-02 1.303555127645749691e-02 4.352962907922933167e-02 -2.948650166571227874e-03
7.704000244100000145e+02 1.584931313866285926e-02 1.515756765162493136e-02 4.651032118543168420e-02 -6.917454870379279031e-04
7.705000000000000000e+02 1.441068206157800242e-02 1.632682584331721434e-02 4.610626185734283122e-02 1.916143781739211918e-03
7.705999755899999855e+02 1.614349444314516421e-02 1.557211741479804824e-02 4.757341778691481782e-02 -5.713770283471159700e-04
7.707000122099999544e+02 2.357248958322107069e-02 2.030786515707148562e-02 6.582053211043883967e-02 -3.264624426149585062e-03
7.707999877900000456e+02 2.181761708072855327e-02 1.712026264512239715e-02 5.840681958877642910e-02 -4.697354435606156120e-03
7.709000244100000145e+02 2.433055436605361874e-02 2.446183374317308437e-02 7.318858216384005466e-02 1.312793771194656345e-04
7.710000000000000000e+02 2.274520970947612256e-02 1.795110379834256517e-02 6.104447026172803159e-02 -4.794105911133557385e-03
7.710999755899999855e+02 2.586091381031222630e-02 2.367656128574251173e-02 7.430621264408210358e-02 -2.184352524569714571e-03
7.712000122099999544e+02 2.585664000520748740e-02 2.025271059193453280e-02 6.916402589571303550e-02 -5.603929413272954602e-03
7.712999877900000456e+02 2.493619071001201143e-02 2.399893104425416743e-02 7.340268263139926308e-02 -9.372596657578440016e-04
7.714000244100000145e+02 3.082260143500470742e-02 2.469776557603285683e-02 8.328055051655633423e-02 -6.124835858971850594e-03
7.715000000000000000e+02 2.946804907310726640e-02 2.476072716522652317e-02 8.134316435750069130e-02 -4.707321907880743228e-03
7.715999755899999855e+02 3.275842946642251036e-02 2.975377947771730078e-02 9.376831341620971150e-02 -3.004649988705209579e-03
7.717000122099999544e+02 3.090432557028010424e-02 2.760784354945441249e-02 8.776825367960178204e-02 -3.296482020825691750e-03
7.717999877900000456e+02 3.449179130322740233e-02 2.979271620469144816e-02 9.642676126187826879e-02 -4.699075098535954176e-03
7.719000244100000145e+02 3.653216231860786228e-02 3.306335137010461833e-02 1.043932705330687105e-01 -3.468810948503243952e-03
7.720000000000000000e+02 3.755769099557990792e-02 2.827828436422771818e-02 9.875396303971142875e-02 -9.279406631352189738e-03
7.720999755899999855e+02 4.196751155857481042e-02 3.608699672583316753e-02 1.170817624266119739e-01 -5.880514832741642883e-03
7.722000122099999544e+02 4.294984268867364785e-02 3.150135314457654101e-02 1.116767937498752833e-01 -1.144848954409710684e-02
7.722999877900000456e+02 4.396713520441292850e-02 3.676661360541311208e-02 1.211006232147390504e-01 -7.200521598999816419e-03
7.724000244100000145e+02 4.847265940826902403e-02 3.950193951982415574e-02 1.319618983921397593e-01 -8.970719888444868284e-03
7.725000000000000000e+02 4.697179091374014542e-02 3.889562816559789804e-02 1.288011286190070548e-01 -8.076162748142247383e-03
7.725999755899999855e+02 5.132259452430489033e-02 4.211447940090550651e-02 1.401556108878155849e-01 -9.208115123399383817e-03
7.727000122099999544e+02 5.041077686552208198e-02 4.121607033944248849e-02 1.374402708074468626e-01 -9.194706526079593489e-03
7.727999877900000456e+02 5.383039674893261295e-02 4.544721631875114909e-02 1.489164196015256292e-01 -8.383180430181463860e-03
7.729000244100000145e+02 6.212086788574918556e-02 4.538932902302995898e-02 1.612652953631686925e-01 -1.673153886271922658e-02
7.730000000000000000e+02 5.714695368039934137e-02 4.892994304086221991e-02 1.591153450818923454e-01 -8.217010639537121464e-03
7.730999755899999855e+02 6.672832448856830245e-02 5.005753655808314190e-02 1.751787915699771769e-01 -1.667078793048516056e-02
7.732000122099999544e+02 6.563479016280855671e-02 5.141958631513870309e-02 1.755815647169208793e-01 -1.421520384766985362e-02
7.732999877900000456e+02 6.723216792479946857e-02 5.483971945468188447e-02 1.831078310692220157e-01 -1.239244847011758410e-02
7.734000244100000145e+02 6.951781073081585161e-02 5.745696963662597773e-02 1.904621705511627683e-01 -1.206084109418987388e-02
7.735000000000000000e+02 7.738851710232018399e-02 6.005110177850123132e-02 2.061594283212321022e-01 -1.733741532381895267e-02
7.735999755899999855e+02 7.745382861481216186e-02 6.052067776934397236e-02 2.069617595762342221e-01 -1.693315084546818949e-02
7.737000122099999544e+02 8.171143975552445926e-02 6.489217517115496159e-02 2.199054223900191452e-01 -1.681926458436949767e-02
7.737999877900000456e+02 8.672939854732283904e-02 6.857484438907666957e-02 2.329563644045992421e-01 -1.815455415824616947e-02
7.739000244100000145e+02 8.931380500464519701e-02 6.620714640482316948e-02 2.332814271142025497e-01 -2.310665859982202752e-02
7.740000000000000000e+02 9.588651812828136167e-02 7.366435911195928776e-02 2.543263158603609742e-01 -2.222215901632207391e-02
7.740999755899999855e+02 9.925280388688376143e-02 7.591421432500859712e-02 2.627505273178385448e-01 -2.333858956187516431e-02
7.742000122099999544e+02 1.022725097028447522e-01 7.821355524476762688e-02 2.707290974214185963e-01 -2.405895445807712529e-02
7.742999877900000456e+02 1.114768055106241662e-01 8.452594976941357752e-02 2.940041329200566156e-01 -2.695085574121058869e-02
7.744000244100000145e+02 1.126453532619172970e-01 8.217043479426276720e-02 2.922236820842700755e-01 -3.047491846765452983e-02
7.745000000000000000e+02 1.233366478725131804e-01 9.138131007493480173e-02 3.220769369211719524e-01 -3.195533779757837867e-02
7.745999755899999855e+02 1.246420158420670776e-01 9.520994601340881935e-02 3.297779427832138177e-01 -2.943206982865825827e-02
7.747000122099999544e+02 1.329819300225467127e-01 9.603504296406081830e-02 3.435254594799113104e-01 -3.694688705848589438e-02
7.747999877900000456e+02 1.399092343523698212e-01 1.050009900979781557e-01 3.673653366755219585e-01 -3.490824425439166545e-02
7.749000244100000145e+02 1.455508863513775841e-01 1.063350121056619163e-01 3.778288476855592437e-01 -3.921587424571566782e-02
7.750000000000000000e+02 1.623464535111555918e-01 1.168493061385520448e-01 4.187936394745614965e-01 -4.549714737260354691e-02
7.750999755899999855e+02 1.670700643019461529e-01 1.196308315908531095e-01 4.300513438391988519e-01 -4.743923271109304340e-02
7.752000122099999544e+02 1.776490876631958982e-01 1.256392181038962497e-01 4.549324586506382495e-01 -5.200986955929964850e-02
7.752999877900000456e+02 1.939132123845035971e-01 1.378701583197565472e-01 4.976750560563901749e-01 -5.604305406474704987e-02
7.754000244100000145e+02 2.043229786058360087e-01 1.399988471875270590e-01 5.164827386900445738e-01 -6.432413141830894965e-02
7.755000000000000000e+02 2.260219629139959552e-01 1.550836340925201284e-01 5.716583955097741532e-01 -7.093832882147582675e-02
7.755999755899999855e+02 2.400866121644988915e-01 1.630262698104512631e-01 6.046693229624252597e-01 -7.706034235404762844e-02
7.757000122099999544e+02 2.626896196525329574e-01 1.787517380744851336e-01 6.621620365905271921e-01 -8.393788157804782379e-02
7.757999877900000456e+02 2.899403893889319073e-01 1.949251600073187984e-01 7.272983240943760030e-01 -9.501522938161310883e-02
7.759000244100000145e+02 3.238130503411097427e-01 2.169440862461461395e-01 8.111357048808838233e-01 -1.068689640949636033e-01
7.760000000000000000e+02 3.690839594477733909e-01 2.444845560812859975e-01 9.203527732935889993e-01 -1.245994033664873935e-01
7.760999755899999855e+02 4.248991454514178812e-01 2.787154876196716868e-01 1.055421949606634158e+00 -1.461836578317461943e-01
7.762000122099999544e+02 4.976674444162680899e-01 3.340210631281437803e-01 1.247532761316617833e+00 -1.636463812881243096e-01
7.762999877900000456e+02 6.088120125911443692e-01 4.041294309439273369e-01 1.519412165302607587e+00 -2.046825816472170323e-01
7.764000244100000145e+02 7.277845941568594768e-01 4.958954724455410523e-01 1.835520099903600766e+00 -2.318891217113184244e-01
7.765000000000000000e+02 9.353524110984824391e-01 6.335555737033768953e-01 2.353361977202789390e+00 -3.017968373951055439e-01
7.765999755899999855e+02 1.236155634656428637e+00 8.320832243383512461e-01 3.102358288492169436e+00 -4.040724103180773907e-01
7.767000122099999544e+02 1.620662178388061037e+00 1.120793773325608589e+00 4.112183927570504771e+00 -4.998684050624524478e-01
7.767999877900000456e+02 2.172560703674661475e+00 1.445586834958394684e+00 5.427221307949583462e+00 -7.269738687162667912e-01
7.769000244100000145e+02 2.749159969410342796e+00 1.774763990792011414e+00 6.785885940303531427e+00 -9.743959786183313820e-01
7.770000000000000000e+02 3.362722512060380975e+00 2.095627070984250828e+00 8.187524374566947927e+00 -1.267095441076130147e+00
7.770999755899999855e+02 3.999173073111969234e+00 2.383095970150130860e+00 9.573403564893151696e+00 -1.616077102961838374e+00
7.772000122099999544e+02 4.607473519076722646e+00 2.588036214685560665e+00 1.079326460064342541e+01 -2.019437304391161980e+00
7.772999877900000456e+02 5.072516580876349046e+00 2.739605473958247828e+00 1.171818308225189575e+01 -2.332911106918101218e+00
7.774000244100000145e+02 5.415538841588569241e+00 2.796135603528778546e+00 1.231751166767602257e+01 -2.619403238059790695e+00
7.775000000000000000e+02 5.592781380034856475e+00 2.796429010806000814e+00 1.258381558626128438e+01 -2.796352369228855661e+00
7.775999755899999855e+02 5.574421254426375150e+00 2.751209210298780405e+00 1.248844569708773200e+01 -2.823212044127594744e+00
7.777000122099999544e+02 5.407018593799574724e+00 2.668335242853628664e+00 1.211303075497980508e+01 -2.738683350945946060e+00
7.777999877900000456e+02 5.160468445648244362e+00 2.574213450767377509e+00 1.160202284462343236e+01 -2.586254994880866853e+00
7.779000244100000145e+02 4.836430492657705749e+00 2.469502178703173012e+00 1.095889900704131747e+01 -2.366928313954532737e+00
7.780000000000000000e+02 4.497929689890471039e+00 2.374684911786064223e+00 1.030892190251480223e+01 -2.123244778104406816e+00
7.780999755899999855e+02 4.185838639048911070e+00 2.284885399776872106e+00 9.706086058238675207e+00 -1.900953239272038964e+00
7.782000122099999544e+02 3.884148758657539613e+00 2.195166165676271763e+00 9.118972386500717064e+00 -1.688982592981267850e+00
7.782999877900000456e+02 3.631728509295325757e+00 2.124175207077799943e+00 8.633855574559689217e+00 -1.507553302217525815e+00
7.784000244100000145e+02 3.387228055071990873e+00 2.053707020003697092e+00 8.161402612613532170e+00 -1.333521035068293781e+00
7.785000000000000000e+02 3.184240579263254656e+00 1.989079442830461897e+00 7.759980033140575273e+00 -1.195161136432792759e+00
7.785999755899999855e+02 3.004559624532625595e+00 1.932758744851583055e+00 7.405977554076313751e+00 -1.071800879681042540e+00
7.787000122099999544e+02 2.846987437528907705e+00 1.874421768939865229e+00 7.082113809703159291e+00 -9.725656685890424757e-01
7.787999877900000456e+02 2.700136729724792684e+00 1.826055382178361608e+00 6.789288167854731881e+00 -8.740813475464310756e-01
7.789000244100000145e+02 2.564217201632084109e+00 1.781580448256885330e+00 6.518696474833454602e+00 -7.826367533751987793e-01
7.790000000000000000e+02 2.443091217321810227e+00 1.734261733288988472e+00 6.266029425916197937e+00 -7.088294840328217550e-01
7.790999755899999855e+02 2.317414567579286544e+00 1.702131492878526497e+00 6.029319090686719562e+00 -6.152830747007600465e-01
7.792000122099999544e+02 2.227017138690056353e+00 1.652118168496743644e+00 5.818702960780200328e+00 -5.748989701933127083e-01
7.792999877900000456e+02 2.150196763690256585e+00 1.624498035939524465e+00 5.662042199444671908e+00 -5.256987277507321199e-01
7.794000244100000145e+02 2.079390478476662807e+00 1.598682887464457636e+00 5.517110048911680664e+00 -4.807075910122051710e-01
7.795000000000000000e+02 2.011802174340975746e+00 1.572443002639362319e+00 5.376367765470506654e+00 -4.393591717016134268e-01
7.795999755899999855e+02 1.947744809369181818e+00 1.548670553895182378e+00 5.244623044896545849e+00 -3.990742554739994397e-01
7.797000122099999544e+02 1.886491512655365188e+00 1.524757875923406392e+00 5.116874082868157814e+00 -3.617336367319587964e-01
7.797999877900000456e+02 1.831598566800435979e+00 1.505527667696942684e+00 5.005689351746067217e+00 -3.260708991034932946e-01
7.799000244100000145e+02 1.785439098971283167e+00 1.484293175021182520e+00 4.904598410988698198e+00 -3.011459239501006468e-01
7.800000000000000000e+02 1.735728727471919752e+00 1.462848189422231160e+00 4.797865375341226368e+00 -2.728805380496885924e-01
7.800999755899999855e+02 1.688726930831668804e+00 1.441966721397977880e+00 4.696040478344469804e+00 -2.467602094336909246e-01
7.802000122099999544e+02 1.645022811404345475e+00 1.418754694584108966e+00 4.595666258982681995e+00 -2.262681168202365090e-01
7.802999877900000456e+02 1.599321517183355690e+00 1.394476960414167799e+00 4.490697716396285344e+00 -2.048445567691878910e-01
7.804000244100000145e+02 1.559913652899628689e+00 1.370292769425176971e+00 4.395309633487208600e+00 -1.896208834744517180e-01
7.805000000000000000e+02 1.513972245453730547e+00 1.344721756780959732e+00 4.288041003352035752e+00 -1.692504886727708158e-01
7.805999755899999855e+02 1.477388955791122171e+00 1.319714174395814510e+00 4.195654695280405022e+00 -1.576747813953076616e-01
7.807000122099999544e+02 1.441422230654381575e+00 1.291309329929952066e+00 4.099097340876500795e+00 -1.501129007244295099e-01
7.807999877900000456e+02 1.400043237474506652e+00 1.264733936419668137e+00 3.997165760841261850e+00 -1.353093010548385156e-01
7.809000244100000145e+02 1.371312801588665975e+00 1.244123428552368793e+00 3.923154345211552485e+00 -1.271893730362971819e-01
7.810000000000000000e+02 1.336573950474405637e+00 1.210855649709726700e+00 3.821144400276198283e+00 -1.257183007646789363e-01
7.810999755899999855e+02 1.298651119403134935e+00 1.188832623782613895e+00 3.731225614778622912e+00 -1.098184956205210394e-01
7.812000122099999544e+02 1.271329209788649939e+00 1.161793890961741571e+00 3.649684651125586932e+00 -1.095353188269083677e-01
7.812999877900000456e+02 1.237100631086815117e+00 1.136413536287817161e+00 3.560271251061948750e+00 -1.006870947989979559e-01
7.814000244100000145e+02 1.209564521144383731e+00 1.111375591577681510e+00 3.481410169083098083e+00 -9.818892956670222105e-02
7.815000000000000000e+02 1.181693419476118612e+00 1.090683967710823987e+00 3.408566080780413898e+00 -9.100945176529462444e-02
7.815999755899999855e+02 1.152968505119303488e+00 1.063589725943502540e+00 3.324837346594209375e+00 -8.937877917580094866e-02
7.817000122099999544e+02 1.133378968662767106e+00 1.046034214772109339e+00 3.269119775152314666e+00 -8.734475389065776696e-02
7.817999877900000456e+02 1.102348110598556641e+00 1.024656188025860892e+00 3.190506447936626522e+00 -7.769192257269574853e-02
7.819000244100000145e+02 1.082678736785128715e+00 1.003130224410602178e+00 3.128713441793596672e+00 -7.954851237452653656e-02
7.820000000000000000e+02 1.058789291153335421e+00 9.869481429635706959e-01 3.068606151175358843e+00 -7.184114818976472527e-02
7.820999755899999855e+02 1.036209987059957927e+00 9.649774930854218002e-01 3.001781220218069812e+00 -7.123249397453612630e-02
7.822000122099999544e+02 1.018551303334901847e+00 9.522461227216074686e-01 2.956196139084763974e+00 -6.630518061329437884e-02
7.822999877900000456e+02 9.962213597204054860e-01 9.328114536695998327e-01 2.893549220085008145e+00 -6.340990605080565334e-02
7.824000244100000145e+02 9.860224444637446517e-01 9.220925040227923031e-01 2.862172422729805543e+00 -6.392994044095234862e-02
7.825000000000000000e+02 9.633269087632464478e-01 9.024013955653568120e-01 2.798592456492905001e+00 -6.092551319788963582e-02
7.825999755899999855e+02 9.509283104593445612e-01 8.915655142693544866e-01 2.763740737093048683e+00 -5.936279618999007468e-02
7.827000122099999544e+02 9.332200344593636343e-01 8.799867418509108585e-01 2.719810164465411795e+00 -5.323329260845277577e-02
7.827999877900000456e+02 9.226208641269670885e-01 8.718339047556142862e-01 2.691682153323871951e+00 -5.078695937135280225e-02
7.829000244100000145e+02 9.093241595960798174e-01 8.547513548042383613e-01 2.646113271600477379e+00 -5.457280479184145605e-02
7.830000000000000000e+02 8.982684678800807454e-01 8.540242407865076268e-01 2.628439062999882392e+00 -4.424422709357311856e-02
7.830999755899999855e+02 8.866212472769410269e-01 8.410262885613131179e-01 2.591471303757381328e+00 -4.559495871562790903e-02
7.832000122099999544e+02 8.754752241597630880e-01 8.363764489859871754e-01 2.567777509718625506e+00 -3.909877517377591261e-02
7.832999877900000456e+02 8.647994085780634776e-01 8.243396555798048198e-01 2.533708596236802446e+00 -4.045975299825865790e-02
7.834000244100000145e+02 8.563444802216759744e-01 8.199360240993074367e-01 2.514420756481475117e+00 -3.640845612236853768e-02
7.835000000000000000e+02 8.496048481755168469e-01 8.144587337599678012e-01 2.496095372903226917e+00 -3.514611441554904570e-02
7.835999755899999855e+02 8.415667379248992219e-01 8.088827191550910234e-01 2.475674185619985757e+00 -3.268401876980819853e-02
7.837000122099999544e+02 8.347166389496386563e-01 8.063070484052669018e-01 2.461535531032358115e+00 -2.840959054437175446e-02
7.837999877900000456e+02 8.324368341807630856e-01 8.007790274771374728e-01 2.449823792486850671e+00 -3.165780670362561278e-02
7.839000244100000145e+02 8.216856684454557636e-01 7.950751612052794348e-01 2.425141244476102909e+00 -2.661050724017632874e-02
7.840000000000000000e+02 8.181741184444156767e-01 7.996958622570861097e-01 2.426804971052252569e+00 -1.847825618732956698e-02
7.840999755899999855e+02 8.156535501720896253e-01 7.894609757943710227e-01 2.407671788949691027e+00 -2.619257437771860264e-02
7.842000122099999544e+02 8.105513739667363771e-01 7.943438838388936496e-01 2.407342886708445207e+00 -1.620749012784272747e-02
7.842999877900000456e+02 8.064235875853683622e-01 7.862260698827061578e-01 2.388974486202111613e+00 -2.019751770266220436e-02
7.844000244100000145e+02 8.017739949088750206e-01 7.855529768505947752e-01 2.380990457639204472e+00 -1.622101805828024546e-02
7.845000000000000000e+02 8.012765129382185547e-01 7.823475979194326468e-01 2.375436166286476691e+00 -1.892891501878590788e-02
7.845999755899999855e+02 7.967428007463199791e-01 7.816035470911175675e-01 2.367519521756156209e+00 -1.513925365520241151e-02
7.847000122099999544e+02 7.930328180255150627e-01 7.783835606392903728e-01 2.357124567997208153e+00 -1.464925738622468998e-02
7.847999877900000456e+02 7.905758630609575066e-01 7.770843572886381168e-01 2.351490330524393269e+00 -1.349150577231938986e-02
7.849000244100000145e+02 7.877371903772881767e-01 7.712282083031041235e-01 2.338448098020588617e+00 -1.650898207418405317e-02
7.850000000000000000e+02 7.840831138981078086e-01 7.773762930486235456e-01 2.342189110420096920e+00 -6.706820849484262936e-03
7.850999755899999855e+02 7.802291538743547639e-01 7.643382333412905849e-01 2.316851080823468134e+00 -1.589092053306417895e-02
7.852000122099999544e+02 7.766450896187054864e-01 7.711701982545113854e-01 2.321722931809825141e+00 -5.474891364194101051e-03
7.852999877900000456e+02 7.795977631510990769e-01 7.615578720389510892e-01 2.311733452785075471e+00 -1.803989111214798768e-02
7.854000244100000145e+02 7.713657546118076747e-01 7.617425958377898043e-01 2.299662525674396107e+00 -9.623158774017870343e-03
7.855000000000000000e+02 7.700605093393596556e-01 7.600290245948216894e-01 2.295134300901271907e+00 -1.003148474453796624e-02
7.855999755899999855e+02 7.664762631744974630e-01 7.567097002142965101e-01 2.284778945083190571e+00 -9.766562960200952936e-03
7.857000122099999544e+02 7.649501558738611706e-01 7.599433243066544552e-01 2.287340220270773550e+00 -5.006831567206715405e-03
7.857999877900000456e+02 7.670683380219098790e-01 7.472067042755161648e-01 2.271412563446139288e+00 -1.986163374639371426e-02
7.859000244100000145e+02 7.585803610416563814e-01 7.524405798834806758e-01 2.266531411387705752e+00 -6.139781158175705578e-03
7.860000000000000000e+02 7.613181989954141971e-01 7.485697885494756454e-01 2.264831981317334986e+00 -1.274841044593855166e-02
7.860999755899999855e+02 7.548770096347245939e-01 7.466414722714724839e-01 2.252277722859295395e+00 -8.235537363252110055e-03
7.862000122099999544e+02 7.573914483145424148e-01 7.456570655595078367e-01 2.254572770811074989e+00 -1.173438275503457806e-02
7.862999877900000456e+02 7.531803541150342562e-01 7.374370088704995663e-01 2.235926044478301122e+00 -1.574334524453468998e-02
7.864000244100000145e+02 7.522377043369374849e-01 7.410361485312011443e-01 2.239910779302207722e+00 -1.120155580573634069e-02
7.865000000000000000e+02 7.507414869642863309e-01 7.358930306591925374e-01 2.229951776435218136e+00 -1.484845630509379344e-02
7.865999755899999855e+02 7.511516496650542107e-01 7.351143980925155530e-01 2.229399071636354535e+00 -1.603725157253865774e-02
7.867000122099999544e+02 7.441997117595882116e-01 7.371412569020191485e-01 2.222011452992410874e+00 -7.058454857569063101e-03
7.867999877900000456e+02 7.459358105230547986e-01 7.283318282264983345e-01 2.211401458124329533e+00 -1.760398229655646407e-02
7.869000244100000145e+02 7.461088099665825757e-01 7.350470454127554509e-01 2.221733783069006929e+00 -1.106176455382712476e-02
7.870000000000000000e+02 7.439582305340064483e-01 7.241567873367965591e-01 2.202172526806204900e+00 -1.980144319720988921e-02
7.870999755899999855e+02 7.423574748137637958e-01 7.282785610524946662e-01 2.205954053799387804e+00 -1.407891376126912952e-02
7.872000122099999544e+02 7.435650522511004779e-01 7.253632460063444976e-01 2.203392447386167241e+00 -1.820180624475598030e-02
7.872999877900000456e+02 7.404985351570549934e-01 7.247188302043388042e-01 2.197826048042090807e+00 -1.577970495271618923e-02
7.874000244100000145e+02 7.402226093549797437e-01 7.209523290224858494e-01 2.191762407566198334e+00 -1.927028033249389427e-02
7.875000000000000000e+02 7.372243887611151791e-01 7.220391204580399735e-01 2.188895263828732674e+00 -1.518526830307520559e-02
7.875999755899999855e+02 7.427922384269378675e-01 7.205923698547551659e-01 2.195076912422539550e+00 -2.219986857218270160e-02
7.877000122099999544e+02 7.424051103213824554e-01 7.211102426907226581e-01 2.195273029518157504e+00 -2.129486763065979726e-02
7.877999877900000456e+02 7.409051653764948675e-01 7.232402205270570539e-01 2.196218078855328049e+00 -1.766494484943781362e-02
7.879000244100000145e+02 7.399046657120487147e-01 7.189883251165767319e-01 2.188339486242938392e+00 -2.091634059547198277e-02
7.880000000000000000e+02 7.392449355660323240e-01 7.189177876575705284e-01 2.187244084835404223e+00 -2.032714790846179564e-02
7.880999755899999855e+02 7.412625353086117475e-01 7.206691586001323646e-01 2.192897540863116390e+00 -2.059337670847938284e-02
7.882000122099999544e+02 7.421326710576529040e-01 7.185548014015616936e-01 2.191031208688821508e+00 -2.357786965609121044e-02
7.882999877900000456e+02 7.408530530668611114e-01 7.193085301892819805e-01 2.190242374884214804e+00 -2.154452287757913087e-02
7.884000244100000145e+02 7.410833028162794323e-01 7.201710788852393463e-01 2.191881572552278001e+00 -2.091222393104008592e-02
7.885000000000000000e+02 7.409459605591621756e-01 7.195415595955692023e-01 2.190731280232097067e+00 -2.140440096359297328e-02
7.885999755899999855e+02 7.441901288222811939e-01 7.215927777115268560e-01 2.198674359800711908e+00 -2.259735111075433789e-02
7.887000122099999544e+02 7.413283429069850161e-01 7.207453477726882829e-01 2.193110536019509560e+00 -2.058299513429673322e-02
7.887999877900000456e+02 7.465955295359045785e-01 7.219805700737751408e-01 2.202864149414519801e+00 -2.461495946212943764e-02
7.889000244100000145e+02 7.409624262934151329e-01 7.210579186382156669e-01 2.193030517397446033e+00 -1.990450765519946597e-02
7.890000000000000000e+02 7.465795520440531297e-01 7.231034816196982851e-01 2.204524550495627011e+00 -2.347607042435484459e-02
7.890999755899999855e+02 7.464870923474851150e-01 7.280012012443068947e-01 2.211732440387688126e+00 -1.848589110317822026e-02
7.892000122099999544e+02 7.447613434900995921e-01 7.258693799318842732e-01 2.205946085132976187e+00 -1.889196355821531892e-02
7.892999877900000456e+02 7.486679881877473797e-01 7.280095123478677044e-01 2.215016250803422793e+00 -2.065847583987967528e-02
7.894000244100000145e+02 7.485101407756165059e-01 7.315948338697376707e-01 2.220157461968031321e+00 -1.691530690587883523e-02
7.895000000000000000e+02 7.538439945901237449e-01 7.320344296539709195e-01 2.228817636366141830e+00 -2.180956493615282543e-02
7.895999755899999855e+02 7.485864231791728995e-01 7.346398881439226702e-01 2.224839466984643188e+00 -1.394653503525022931e-02
7.897000122099999544e+02 7.526910466416925072e-01 7.368723626550682804e-01 2.234345113945141570e+00 -1.581868398662422681e-02
7.897999877900000456e+02 7.549750791309240983e-01 7.429289952714298595e-01 2.246856111603531048e+00 -1.204608385949423877e-02
7.899000244100000145e+02 7.521664516124020317e-01 7.430377608317817462e-01 2.242806318666275445e+00 -9.128690780620285494e-03
7.900000000000000000e+02 7.592473171180543767e-01 7.486726377070134220e-01 2.261879932237601309e+00 -1.057467941104095477e-02
7.900999755899999855e+02 7.603070425617184380e-01 7.548404149734119217e-01 2.272721186302695706e+00 -5.466627588306516294e-03
