# #nrj, cp, cm, Iz0, Iz1
7.519000244100000145e+02 5.277067188183861592e-03 3.834130849385293700e-03 1.366679705635373207e-02 -1.442936338798567891e-03
7.520000000000000000e+02 1.060640040351539231e-03 -1.210523691375754848e-03 -2.248254765363234256e-04 -2.271163731727293862e-03
7.520999755899999855e+02 4.401444927032588730e-03 6.970561961428464737e-03 1.705801033269158107e-02 2.569117034395876006e-03
7.522000122099999544e+02 2.706039213887882159e-03 4.526720674742773509e-03 1.084913983294598372e-02 1.820681460854891350e-03
7.522999877900000456e+02 3.338830621504560153e-03 2.781999485134595534e-03 9.181245159958733096e-03 -5.568311363699646188e-04
7.524000244100000145e+02 4.201650521549346595e-03 7.505479693378991173e-03 1.756069532239250969e-02 3.303829171829644577e-03
7.525000000000000000e+02 1.481636029706583048e-03 -1.220098949325017007e-03 3.923056205723490612e-04 -2.701734979031600054e-03
7.525999755899999855e+02 4.252745175401165430e-03 7.859905457181575947e-03 1.816897594887411510e-02 3.607160281780410517e-03
7.527000122099999544e+02 3.106542152320467334e-03 2.054790524296743522e-03 7.741999014925816935e-03 -1.051751628023723812e-03
7.527999877900000456e+02 4.900968304241225433e-03 3.949764497787207861e-03 1.327609920304264994e-02 -9.512038064540175725e-04
7.529000244100000145e+02 3.916603253604745115e-03 9.246002292894264091e-03 1.974390831974851684e-02 5.329399039289518976e-03
7.530000000000000000e+02 2.128844709664387980e-03 -1.899659664186232428e-03 3.437775682172333281e-04 -4.028504373850620192e-03
7.530999755899999855e+02 4.754296529529837383e-03 7.957246998652991316e-03 1.906731529227424435e-02 3.202950469123153933e-03
7.532000122099999544e+02 2.443046064203313605e-03 -1.045398745538943740e-04 3.507759284474128766e-03 -2.547585938757208034e-03
7.532999877900000456e+02 6.695181619230516391e-03 8.631298433963197764e-03 2.298972007979056820e-02 1.936116814732681372e-03
7.534000244100000145e+02 1.524395827010481584e-03 3.199046619003890774e-03 7.085163669021558863e-03 1.674650791993409190e-03
7.535000000000000000e+02 5.827416438771597373e-03 5.336096022663692345e-03 1.674526869215293284e-02 -4.913204161079050281e-04
7.535999755899999855e+02 3.040812848782717230e-03 3.688934155669381515e-03 1.009462050667814768e-02 6.481213068866642849e-04
7.537000122099999544e+02 4.468850228571762118e-03 2.315314958186166002e-03 1.017624778013689196e-02 -2.153535270385596116e-03
7.537999877900000456e+02 1.538559910723573702e-03 4.445935050850398362e-03 8.976742442360957988e-03 2.907375140126824443e-03
7.539000244100000145e+02 4.165506896502793252e-03 4.339614066952578349e-03 1.275768144518305870e-02 1.741071704497850967e-04
7.540000000000000000e+02 2.650309082308075718e-03 -9.395419957261169110e-04 2.566150629872938210e-03 -3.589851078034192629e-03
7.540999755899999855e+02 4.265501835871338826e-03 6.291040100998922247e-03 1.583481290530538987e-02 2.025538265127583420e-03
7.542000122099999544e+02 4.662462922669498994e-03 4.024568998064885147e-03 1.303054788110157708e-02 -6.378939246046138462e-04
7.542999877900000456e+02 4.724689067469625171e-03 5.028497053307344478e-03 1.462977918116545317e-02 3.038079858377193063e-04
7.544000244100000145e+02 2.986393609303437946e-03 2.775618913935086127e-03 8.643018784857785242e-03 -2.107746953683518193e-04
7.545000000000000000e+02 4.780307063000633055e-04 2.010655819733970454e-03 3.733029789051050314e-03 1.532625113433907149e-03
7.545999755899999855e+02 5.149140863610891100e-03 4.562426571842761146e-03 1.456735115318047967e-02 -5.867142917681299544e-04
7.547000122099999544e+02 4.444510743122719433e-04 2.513927770108814828e-03 4.437568266631630211e-03 2.069476695796542993e-03
7.547999877900000456e+02 4.744096511799117573e-03 4.014434987584129810e-03 1.313779724907486977e-02 -7.296615242149877625e-04
7.549000244100000145e+02 2.578559475837975592e-03 3.920224377608642202e-03 9.748175780169926474e-03 1.341664901770666610e-03
7.550000000000000000e+02 4.081251834357225820e-03 -9.413456155415746412e-04 4.709859328223476443e-03 -5.022597449898800678e-03
7.550999755899999855e+02 3.682423262481769165e-03 3.166414583427541295e-03 1.027325676886396526e-02 -5.160086790542278701e-04
7.552000122099999544e+02 -3.299386314185153986e-04 2.406992730774597244e-03 3.115581149034122796e-03 2.736931362193112480e-03
7.552999877900000456e+02 6.144458866978340025e-03 4.227468596603560784e-04 9.850808589958043315e-03 -5.721712007317984218e-03
7.554000244100000145e+02 -1.291020702415653565e-03 4.025863740038372780e-03 4.102264556434078932e-03 5.316884442454026562e-03
7.555000000000000000e+02 4.821292448186022608e-03 1.083886554816363259e-03 8.857768504503578041e-03 -3.737405893369659567e-03
7.555999755899999855e+02 -5.962804524302851069e-04 5.018210522106193727e-03 6.632895104513862605e-03 5.614490974536479051e-03
7.557000122099999544e+02 3.018462030190942596e-03 -2.919050972106997620e-03 1.491165871259174640e-04 -5.937513002297939782e-03
7.557999877900000456e+02 1.522440737717807970e-03 2.109154980657992548e-03 5.447393577563700018e-03 5.867142429401845782e-04
7.559000244100000145e+02 6.575463264047174457e-04 2.737706832088192960e-03 5.092879737739365933e-03 2.080160505683475297e-03
7.560000000000000000e+02 -1.682349780859076918e-04 1.124232328015353777e-03 1.433996024894169073e-03 1.292467306101261360e-03
7.560999755899999855e+02 8.095891249746105115e-04 9.161376454158451452e-04 2.588590155585683648e-03 1.065485204412346338e-04
7.562000122099999544e+02 1.283031206257579824e-03 -2.042241837007584531e-03 -1.138815946125006952e-03 -3.325273043265164138e-03
7.562999877900000456e+02 4.862789382804177420e-03 1.944047590011704386e-03 1.021025545922382358e-02 -2.918741792792473033e-03
7.564000244100000145e+02 -1.321267398474065911e-03 1.384423136663364079e-04 -1.774237627211594417e-03 1.459709712140402210e-03
7.565000000000000000e+02 1.938391042991073404e-03 4.408893990310116563e-04 3.568920663033127265e-03 -1.497501643960061747e-03
7.565999755899999855e+02 -9.202050131998204714e-04 1.686227825583249762e-03 1.149034218575143828e-03 2.606432838783070451e-03
7.567000122099999544e+02 3.618249987365289820e-04 -2.640000239798265431e-03 -3.417262861592604457e-03 -3.001825238534794413e-03
7.567999877900000456e+02 2.477625047739034306e-03 3.202010617310191171e-03 8.519453497573837783e-03 7.243855695711568649e-04
7.569000244100000145e+02 -2.252368051725767584e-03 -3.274275794897276576e-03 -8.289965769934565590e-03 -1.021907743171508991e-03
7.570000000000000000e+02 1.558023748062327320e-03 -3.317986856457213942e-03 -2.639944662592329933e-03 -4.876010604519541262e-03
7.570999755899999855e+02 1.069382496960025880e-03 2.181329917509996878e-03 4.876068621705033704e-03 1.111947420549970998e-03
7.572000122099999544e+02 -1.565901369417979248e-03 -3.428508723722796352e-03 -7.491615139711163725e-03 -1.862607354304817104e-03
7.572999877900000456e+02 2.090093466438629807e-03 -8.958388329743965277e-04 1.791381950196350081e-03 -2.985932299413026226e-03
7.574000244100000145e+02 -9.263525028160580739e-04 -3.570290066250988038e-03 -6.744963853600570089e-03 -2.643937563434930072e-03
7.575000000000000000e+02 2.699890215775016598e-04 -1.087451354863234630e-03 -1.226193499928599374e-03 -1.357440376440736344e-03
7.575999755899999855e+02 -3.189807305081882407e-04 -8.216738766701096397e-04 -1.710981910767447010e-03 -5.026931461619213448e-04
7.577000122099999544e+02 -2.968275655202012690e-03 -3.080465890009505877e-03 -9.073112317817277200e-03 -1.121902348074931867e-04
7.577999877900000456e+02 5.636101567667705509e-04 -4.265477430185376275e-06 8.390170190048778110e-04 -5.678756341969559305e-04
7.579000244100000145e+02 -2.817391087745463926e-03 -2.627778187733804515e-03 -8.167753913218903095e-03 1.896129000116594104e-04
7.580000000000000000e+02 -9.372652091529939207e-04 -6.101991674258015058e-03 -1.055888532511651406e-02 -5.164726465105021029e-03
7.580999755899999855e+02 -8.551328523453481482e-04 -7.644962768189232866e-04 -2.429443693746406990e-03 9.063657552642486164e-05
7.582000122099999544e+02 -5.472013975820799563e-03 -6.088809596871744452e-03 -1.734123535903881602e-02 -6.167956210509448894e-04
7.582999877900000456e+02 -2.193944387858740974e-03 -3.425799415239293242e-03 -8.429615704647050456e-03 -1.231855027380552269e-03
7.584000244100000145e+02 -3.588099970785977623e-03 -4.030158797117770059e-03 -1.142738815185562196e-02 -4.420588263317924357e-04
7.585000000000000000e+02 -3.333063203606104023e-03 -5.856690733452530814e-03 -1.378463090558795096e-02 -2.523627529846426791e-03
7.585999755899999855e+02 -4.585584229925438252e-03 -3.134218950122202516e-03 -1.157970477007146115e-02 1.451365279803235736e-03
7.587000122099999544e+02 -3.767158506170165729e-03 -8.945013856276396932e-03 -1.906825854366984291e-02 -5.177855350106230770e-03
7.587999877900000456e+02 -3.083395908794896601e-03 -1.436251046382140467e-03 -6.779470432765555277e-03 1.647144862412756134e-03
7.589000244100000145e+02 -2.565703964104378270e-03 -5.721511057527412826e-03 -1.243082253244768599e-02 -3.155807093423034556e-03
7.590000000000000000e+02 -7.921718996615747729e-03 -4.584296598271145155e-03 -1.875902339233033803e-02 3.337422398344602574e-03
7.590999755899999855e+02 -1.042721596255519060e-03 -5.184341494568018779e-03 -9.340594636235306433e-03 -4.141619898312499937e-03
7.592000122099999544e+02 -3.805795327763442960e-03 -5.437303215208630532e-03 -1.386464781445810937e-02 -1.631507887445187571e-03
7.592999877900000456e+02 -4.314404121426486036e-03 -5.354766507069285385e-03 -1.450375594274365583e-02 -1.040362385642799349e-03
7.594000244100000145e+02 -6.912083498521604495e-03 -4.448638364537163895e-03 -1.704108279458815128e-02 2.463445133984440601e-03
7.595000000000000000e+02 -4.654361012431452657e-03 -7.251677693689237772e-03 -1.785905805918103564e-02 -2.597316681257785115e-03
7.595999755899999855e+02 -7.044545644250705015e-03 -4.433303809806245915e-03 -1.721677418108542509e-02 2.611241834444459099e-03
7.597000122099999544e+02 -7.508466289208850543e-03 -6.531516061029383168e-03 -2.105997352535735057e-02 9.769502281794673754e-04
7.597999877900000456e+02 -5.204549002448100904e-03 -7.288067323687404640e-03 -1.873892448920325832e-02 -2.083518321239303736e-03
7.599000244100000145e+02 -6.311570687644145472e-03 -6.160952013228282106e-03 -1.870878405130864050e-02 1.506186744158633656e-04
7.600000000000000000e+02 -5.107526448676824246e-03 -7.170666014770463517e-03 -1.841728869517093164e-02 -2.063139566093639271e-03
7.600999755899999855e+02 -8.123203258240518226e-03 -7.591775199814887985e-03 -2.357246768708311235e-02 5.314280584256302412e-04
7.602000122099999544e+02 -6.086914658306762961e-03 -5.095547705726750226e-03 -1.677369354605026674e-02 9.913669525800127350e-04
7.602999877900000456e+02 -7.600931592838936803e-03 -9.823917504982590185e-03 -2.613727364673229178e-02 -2.222985912143653382e-03
7.604000244100000145e+02 -5.367274156713870183e-03 -4.986590300635113104e-03 -1.553079668602347363e-02 3.806838560787570783e-04
7.605000000000000000e+02 -7.003562417040038422e-03 -8.277627570237037352e-03 -2.292178498091561323e-02 -1.274065153196998930e-03
7.605999755899999855e+02 -1.020247390063344119e-02 -6.746956987960244130e-03 -2.542414633289052928e-02 3.455516912673197057e-03
7.607000122099999544e+02 -3.682026484806729619e-03 -9.409744139469010393e-03 -1.963765593641361024e-02 -5.727717654662281208e-03
7.607999877900000456e+02 -1.237102366248478066e-02 -7.427674525208561099e-03 -2.969804728154001525e-02 4.943349137276219565e-03
7.609000244100000145e+02 -3.186166960688956162e-03 -9.688898022541454422e-03 -1.931259747484561501e-02 -6.502731061852498259e-03
7.610000000000000000e+02 -8.953411066429608003e-03 -1.029632405598921580e-02 -2.887460268362823310e-02 -1.342912989559607792e-03
7.610999755899999855e+02 -5.671961244734778120e-03 -6.312390557078317692e-03 -1.797652770271964545e-02 -6.404293123435395724e-04
7.612000122099999544e+02 -7.220834224839472321e-03 -8.863261274055308711e-03 -2.412614324834216895e-02 -1.642427049215836390e-03
7.612999877900000456e+02 -9.602818049123966124e-03 -8.537883189505539316e-03 -2.721105185794426076e-02 1.064934859618426807e-03
7.614000244100000145e+02 -7.976462913034462407e-03 -5.011216106603635402e-03 -1.948151852945714801e-02 2.965246806430827005e-03
7.615000000000000000e+02 -9.299778953958842340e-03 -1.176383740894815233e-02 -3.159542454436049808e-02 -2.464058454989309990e-03
7.615999755899999855e+02 -5.958022337958719487e-03 -7.133790823816690309e-03 -1.963771974266311643e-02 -1.175768485857970821e-03
7.617000122099999544e+02 -6.318272810749173303e-03 -8.760670403810339249e-03 -2.261841482183927013e-02 -2.442397593061165946e-03
7.617999877900000456e+02 -1.196084759106454815e-02 -8.965095994223173589e-03 -3.138891537793158520e-02 2.995751596841374556e-03
7.619000244100000145e+02 -9.872985260979500952e-03 -9.515354291394238773e-03 -2.908250932856061219e-02 3.576309695852621789e-04
7.620000000000000000e+02 -7.421948352617832763e-03 -1.136495060281579941e-02 -2.818034843315044696e-02 -3.943002250197966650e-03
7.620999755899999855e+02 -8.236677340761592095e-03 -7.047293528842302028e-03 -2.292595630440583815e-02 1.189383811919290067e-03
7.622000122099999544e+02 -1.230761524282298486e-02 -1.112294944136831346e-02 -3.514584702628694574e-02 1.184665801454671402e-03
7.622999877900000456e+02 -9.552770152226270142e-03 -7.225417700047005211e-03 -2.516728177840991260e-02 2.327352452179264931e-03
7.624000244100000145e+02 -9.640857762354614405e-03 -1.116283409546563014e-02 -3.120553778673036682e-02 -1.521976333111015739e-03
7.625000000000000000e+02 -8.294758282380838496e-03 -1.187162850343695224e-02 -3.024958017872668437e-02 -3.576870221056113741e-03
7.625999755899999855e+02 -1.029270717958205572e-02 -5.797110606460842766e-03 -2.413472667906434513e-02 4.495596573121212955e-03
7.627000122099999544e+02 -1.088919872722850929e-02 -1.143700754202168178e-02 -3.348930940387528921e-02 -5.478088147931724911e-04
7.627999877900000456e+02 -1.123615484206083592e-02 -9.967454228057967200e-03 -3.180541360517820382e-02 1.268700614002868723e-03
7.629000244100000145e+02 -1.043750516034931165e-02 -9.883571211360256403e-03 -3.048161455756434948e-02 5.539339489890552498e-04
7.630000000000000000e+02 -1.224462162852906280e-02 -1.029139286642523701e-02 -3.380402174243145319e-02 1.953228762103825789e-03
7.630999755899999855e+02 -6.623661613079013209e-03 -9.115908847123450204e-03 -2.360935569030369469e-02 -2.492247234044436995e-03
7.632000122099999544e+02 -1.576288245597285559e-02 -1.152463240143326850e-02 -4.093127228610918267e-02 4.238250054539587086e-03
7.632999877900000456e+02 -9.862124516616199363e-03 -8.192397080586371477e-03 -2.708178239580385366e-02 1.669727436029827886e-03
7.634000244100000145e+02 -1.008888123969261218e-02 -1.005968032640003687e-02 -3.022284234913897097e-02 2.920091329257530621e-05
7.635000000000000000e+02 -1.138190158218935211e-02 -1.383462274686715274e-02 -3.782478649358475553e-02 -2.452721164677800630e-03
7.635999755899999855e+02 -1.100040964499144833e-02 -8.713061421337658582e-03 -2.957020659949365776e-02 2.287348223653789744e-03
7.637000122099999544e+02 -1.165518590386120483e-02 -1.277280304910017109e-02 -3.664198342944206127e-02 -1.117617145238966256e-03
7.637999877900000456e+02 -9.583813033535445308e-03 -8.554450662059320462e-03 -2.720739554339214605e-02 1.029362371476124846e-03
7.639000244100000145e+02 -1.233821675946543406e-02 -1.152910988893819655e-02 -3.580098997260544591e-02 8.091068705272375094e-04
7.640000000000000000e+02 -1.145468374534027063e-02 -1.009253386329667795e-02 -3.232082641295541681e-02 1.362149882043592677e-03
7.640999755899999855e+02 -8.796225028687291655e-03 -1.033861907852850516e-02 -2.870226616082369522e-02 -1.542394049841213505e-03
7.642000122099999544e+02 -1.174431669721750712e-02 -1.463079530588245504e-02 -3.956266800464994238e-02 -2.886478608664947917e-03
7.642999877900000456e+02 -8.491196258739668046e-03 -8.335471332404776126e-03 -2.524000138671666366e-02 1.557249263348919194e-04
7.644000244100000145e+02 -1.294163524270639659e-02 -1.452368992924000894e-02 -4.119798775791960743e-02 -1.582054686533612350e-03
7.645000000000000000e+02 -1.189299728671487470e-02 -9.157605397129934058e-03 -3.157590402576720967e-02 2.735391889584940645e-03
7.645999755899999855e+02 -8.984799050354040292e-03 -8.592856477925072192e-03 -2.636648329241866873e-02 3.919425724289681001e-04
7.647000122099999544e+02 -1.290246504246271748e-02 -1.205741535276478975e-02 -3.743982059284126085e-02 8.450496896979277361e-04
7.647999877900000456e+02 -1.008201281128313920e-02 -8.526787849425754642e-03 -2.791320099106333816e-02 1.555224961857384555e-03
7.649000244100000145e+02 -9.521749073428426025e-03 -1.328148191241835391e-02 -3.420484647877017337e-02 -3.759732838989927883e-03
7.650000000000000000e+02 -1.095935598578306677e-02 -1.021406125470825273e-02 -3.176012586073698185e-02 7.452947310748140458e-04
7.650999755899999855e+02 -9.075882147908637121e-03 -7.781776280529577663e-03 -2.528648764265731957e-02 1.294105867379059457e-03
7.652000122099999544e+02 -1.399357312966670493e-02 -1.113588736748916466e-02 -3.769419074573381045e-02 2.857685762177540265e-03
7.652999877900000456e+02 -5.617481744546715637e-03 -9.593716213212123700e-03 -2.281679693663826031e-02 -3.976234468665408063e-03
7.654000244100000145e+02 -1.089106767719914826e-02 -1.268199801429241436e-02 -3.535959853723734392e-02 -1.790930337093266100e-03
7.655000000000000000e+02 -8.400734515515389036e-03 -5.228248915603365271e-03 -2.044347514667813059e-02 3.172485599912023765e-03
7.655999755899999855e+02 -8.358947133234562524e-03 -1.188930070177529261e-02 -3.037237175251478530e-02 -3.530353568540730083e-03
7.657000122099999544e+02 -1.338270826482543079e-02 -7.038072637012369320e-03 -3.063117135275669756e-02 6.344635627813061465e-03
7.657999877900000456e+02 -9.153634169677826379e-03 -1.115940458926726643e-02 -3.046955813841763921e-02 -2.005770419589440051e-03
7.659000244100000145e+02 -1.197478145705788144e-02 -1.178796019964946373e-02 -3.564411248506101776e-02 1.868212574084177069e-04
7.660000000000000000e+02 -6.025124791345486293e-03 -4.093518061101731297e-03 -1.517796427867082638e-02 1.931606730243754996e-03
7.660999755899999855e+02 -7.673309420091532426e-03 -9.236519497506361087e-03 -2.536474337639684287e-02 -1.563210077414828661e-03
7.662000122099999544e+02 -8.722165903331496883e-03 -7.741777358629391842e-03 -2.469591489294133135e-02 9.803885447021050414e-04
7.662999877900000456e+02 -6.233306964381952857e-03 -6.455950042760999832e-03 -1.903388551071442947e-02 -2.226430783790469756e-04
7.664000244100000145e+02 -9.868154102418747603e-03 -7.729980962039697048e-03 -2.639720259668766958e-02 2.138173140379050555e-03
7.665000000000000000e+02 -8.359946058967509738e-03 -9.546887173407134566e-03 -2.686024984856196646e-02 -1.186941114439624828e-03
7.665999755899999855e+02 -6.064654996054403939e-03 -7.443333441025387111e-03 -2.026198265561968831e-02 -1.378678444970983172e-03
7.667000122099999544e+02 -7.036278558525835801e-03 -7.736021219910265388e-03 -2.215844966765415092e-02 -6.997426613844295873e-04
7.667999877900000456e+02 -4.324241765413455209e-03 -6.557708111173578790e-03 -1.632292481488055100e-02 -2.233466345760123581e-03
7.669000244100000145e+02 -8.943300266525587572e-03 -7.072898765197997185e-03 -2.402429854758537583e-02 1.870401501327590386e-03
7.670000000000000000e+02 -7.837275259033873662e-03 -3.724140196402843123e-03 -1.734212318315507539e-02 4.113135062631030972e-03
7.670999755899999855e+02 -5.855648572326193138e-03 -1.009889781683737629e-02 -2.393181958374535415e-02 -4.243249244511183155e-03
7.672000122099999544e+02 -7.062176990621086767e-03 -4.782785608559730721e-03 -1.776744389877122493e-02 2.279391382061356046e-03
7.672999877900000456e+02 -2.824817416728500098e-03 -5.744538055828965137e-03 -1.285403320883619915e-02 -2.919720639100465039e-03
